Date,OrderID,StoreID,StoreName,Region,City,Channel,CustomerID,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,GrossSales,NetSales,COGS,Profit,Currency,PromoFlag
2024-07-07,O-e6182029-4f6f-44cb-969d-1c2f8654fc96,9,Store 9,APAC,Sydney,Retail,C-100194,100131,Phones Model 131,Technology,Phones,3,645.67,0.0,1937.02,1937.02,1240.49,696.53,USD,False
2024-07-07,O-e6182029-4f6f-44cb-969d-1c2f8654fc96,9,Store 9,APAC,Sydney,Retail,C-100194,100105,Phones Model 105,Technology,Phones,3,1056.95,0.0,3170.84,3170.84,1921.95,1248.88,USD,False
2024-07-07,O-ebe4121e-1696-4b3c-a84e-43c97de13e65,3,Store 3,EMEA,Dubai,Online,C-100419,100007,Phones Model 7,Technology,Phones,3,1144.92,0.0,3434.76,3434.76,2221.69,1213.07,USD,False
2024-07-07,O-eec80a50-0c40-4605-bf77-de50d71a889f,14,Store 14,APAC,Sydney,Online,C-100089,100006,Phones Model 6,Technology,Phones,1,625.62,0.05,625.62,594.34,404.27,190.07,USD,False
2024-07-07,O-f76b5652-b3ab-4e48-a348-c24d973743cf,12,Store 12,Americas,Toronto,Retail,C-100918,100077,Phones Model 77,Technology,Phones,2,902.36,0.0,1804.72,1804.72,1242.58,562.14,USD,False
2024-07-08,O-02aba5b2-95ff-411d-bdc7-a8124bdcae99,7,Store 7,APAC,Tokyo,Online,C-100158,100005,Phones Model 5,Technology,Phones,2,1039.77,0.05,2079.55,1975.57,1200.53,775.04,USD,False
2024-07-08,O-0a85d192-86d5-4fe2-883c-a9c0fb05cad2,4,Store 4,EMEA,Riyadh,Retail,C-100357,100063,Phones Model 63,Technology,Phones,2,334.06,0.0,668.12,668.12,413.18,254.94,USD,False
2024-07-08,O-0ad41134-a5bc-43a6-bce5-5cf674c42c64,4,Store 4,EMEA,Riyadh,Online,C-100397,100021,Phones Model 21,Technology,Phones,4,567.66,0.0,2270.62,2270.62,1533.4,737.22,USD,False
2024-07-08,O-0c94f6f0-c4fc-4e56-ba93-90c07e7b4640,2,Store 2,EMEA,Alexandria,Retail,C-100689,100102,Phones Model 102,Technology,Phones,1,1045.75,0.0,1045.75,1045.75,640.73,405.02,USD,False
2024-07-08,O-0d023912-4cbd-49b4-92c1-95d68723d121,1,Store 1,EMEA,Cairo,Retail,C-100648,100096,Phones Model 96,Technology,Phones,2,359.53,0.0,719.06,719.06,452.22,266.84,USD,False
2024-07-08,O-0d9bbef3-0b76-4183-8922-c5885d74859c,16,Store 16,Americas,Sao Paulo,Retail,C-100895,100117,Phones Model 117,Technology,Phones,3,399.09,0.0,1197.26,1197.26,861.95,335.31,USD,False
2024-07-08,O-129355ec-65c1-4dc5-b74b-5549b8730c04,6,Store 6,APAC,Mumbai,Retail,C-100635,100141,Phones Model 141,Technology,Phones,1,907.02,0.0,907.02,907.02,690.83,216.19,USD,False
2024-07-08,O-1cf6b90f-0295-4cc8-8cae-a2608dfcec58,3,Store 3,EMEA,Dubai,Online,C-100856,100134,Phones Model 134,Technology,Phones,1,1109.86,0.0,1109.86,1109.86,746.18,363.68,USD,False
2024-07-08,O-1e52a3db-dae0-4a65-90a5-4b1089d0fa11,10,Store 10,Americas,New York,Retail,C-100502,100014,Phones Model 14,Technology,Phones,3,408.95,0.0,1226.86,1226.86,884.92,341.94,USD,False
2024-07-08,O-20c207cb-2ef3-4ac8-becc-fcd6db428527,6,Store 6,APAC,Mumbai,Retail,C-100126,100064,Phones Model 64,Technology,Phones,2,606.43,0.0,1212.85,1212.85,888.03,324.82,USD,False
2024-07-08,O-20c207cb-2ef3-4ac8-becc-fcd6db428527,6,Store 6,APAC,Mumbai,Retail,C-100126,100004,Phones Model 4,Technology,Phones,3,414.69,0.15,1244.06,1057.45,690.01,367.44,USD,True
2024-07-08,O-20da0c1e-bf8f-4052-aa8c-e8523bd10552,2,Store 2,EMEA,Alexandria,Retail,C-100044,100075,Phones Model 75,Technology,Phones,3,964.04,0.0,2892.13,2892.13,2186.33,705.8,USD,False
2024-07-08,O-20da0c1e-bf8f-4052-aa8c-e8523bd10552,2,Store 2,EMEA,Alexandria,Retail,C-100044,100153,Phones Model 153,Technology,Phones,3,1131.85,0.0,3395.56,3395.56,2561.44,834.12,USD,False
2024-07-08,O-2250b4df-bc38-49f3-ba8a-35c11df9dddf,7,Store 7,APAC,Tokyo,Online,C-100698,100048,Phones Model 48,Technology,Phones,1,467.25,0.0,467.25,467.25,298.16,169.09,USD,False
2024-07-08,O-2375b2bb-a31d-4ce4-80a6-d7749e8b24d6,3,Store 3,EMEA,Dubai,Online,C-100696,100010,Phones Model 10,Technology,Phones,3,781.84,0.0,2345.51,2345.51,1752.99,592.52,USD,False
2024-07-08,O-290e4324-f7be-4ea2-baa1-063b112d7b63,14,Store 14,APAC,Sydney,Retail,C-100225,100031,Phones Model 31,Technology,Phones,3,514.53,0.05,1543.6,1466.42,1042.42,423.99,USD,False
2024-07-08,O-298e85bf-e48d-4991-afc2-c24bead30408,8,Store 8,APAC,Shanghai,Retail,C-100384,100073,Phones Model 73,Technology,Phones,3,485.1,0.2,1455.29,1164.23,760.12,404.11,USD,True
2024-07-08,O-2f9f993d-27a8-4b33-a923-261595d4150e,3,Store 3,EMEA,Dubai,Retail,C-100022,100078,Phones Model 78,Technology,Phones,1,1105.19,0.1,1105.19,994.67,746.34,248.34,USD,False
2024-07-08,O-30c24a8d-6abf-4ae6-b85c-204fcbe530aa,4,Store 4,EMEA,Riyadh,Retail,C-100650,100039,Phones Model 39,Technology,Phones,1,1046.12,0.1,1046.12,941.51,738.41,203.09,USD,False
2024-07-08,O-3a6d59e8-c13b-4524-a97f-128fda428f3c,1,Store 1,EMEA,Cairo,Retail,C-100946,100032,Phones Model 32,Technology,Phones,2,598.24,0.0,1196.48,1196.48,894.24,302.24,USD,False
2024-07-08,O-3df86e60-a6f5-4033-a195-91059130e9b9,2,Store 2,EMEA,Alexandria,Retail,C-100323,100105,Phones Model 105,Technology,Phones,3,851.85,0.0,2555.54,2555.54,2034.96,520.58,USD,False
2024-07-08,O-3e29bdf3-439b-48cf-9798-928e5e2910c6,5,Store 5,EMEA,Berlin,Online,C-100213,100077,Phones Model 77,Technology,Phones,2,884.31,0.05,1768.62,1680.19,1059.62,620.57,USD,False
2024-07-08,O-3e29bdf3-439b-48cf-9798-928e5e2910c6,5,Store 5,EMEA,Berlin,Online,C-100213,100092,Phones Model 92,Technology,Phones,1,1135.72,0.0,1135.72,1135.72,734.67,401.06,USD,False
2024-07-08,O-472106b9-1b63-4fe7-92a9-45b7da53bec7,12,Store 12,Americas,Toronto,Online,C-101019,100075,Phones Model 75,Technology,Phones,3,968.92,0.0,2906.77,2906.77,2169.35,737.42,USD,False
2024-07-08,O-4daf361b-4690-4bd6-86b3-bd029be46da7,5,Store 5,EMEA,Berlin,Retail,C-100643,100092,Phones Model 92,Technology,Phones,1,958.21,0.2,958.21,766.56,573.06,193.51,USD,True
2024-07-08,O-4daf361b-4690-4bd6-86b3-bd029be46da7,5,Store 5,EMEA,Berlin,Retail,C-100643,100105,Phones Model 105,Technology,Phones,1,1028.73,0.0,1028.73,1028.73,706.35,322.39,USD,False
2024-07-08,O-4fe9b310-217a-44ed-8bbe-0c9acd102e64,11,Store 11,Americas,Chicago,Online,C-100082,100121,Phones Model 121,Technology,Phones,3,463.4,0.0,1390.2,1390.2,945.64,444.56,USD,False
2024-07-08,O-6303dc0a-886e-45d5-a07a-5991359de2c1,15,Store 15,EMEA,Dubai,Retail,C-100014,100016,Phones Model 16,Technology,Phones,1,720.93,0.1,720.93,648.84,487.17,161.66,USD,False
2024-07-08,O-6303dc0a-886e-45d5-a07a-5991359de2c1,15,Store 15,EMEA,Dubai,Retail,C-100014,100009,Phones Model 9,Technology,Phones,2,203.42,0.0,406.85,406.85,291.21,115.64,USD,False
2024-07-08,O-68160c7c-073c-4ad8-8df0-09bd2e51f936,11,Store 11,Americas,Chicago,Retail,C-100203,100029,Phones Model 29,Technology,Phones,2,142.88,0.0,285.76,285.76,221.84,63.92,USD,False
2024-07-08,O-6913fda6-1ec1-4419-be87-3cb27f899066,16,Store 16,Americas,Sao Paulo,Retail,C-100422,100031,Phones Model 31,Technology,Phones,3,427.38,0.3,1282.14,897.5,612.52,284.98,USD,True
2024-07-08,O-69bc428b-2a7c-42f9-ad43-16faed97c5e4,5,Store 5,EMEA,Berlin,Retail,C-100479,100034,Phones Model 34,Technology,Phones,1,510.11,0.0,510.11,510.11,395.44,114.67,USD,False
2024-07-08,O-69bc428b-2a7c-42f9-ad43-16faed97c5e4,5,Store 5,EMEA,Berlin,Retail,C-100479,100074,Phones Model 74,Technology,Phones,4,670.89,0.0,2683.55,2683.55,2119.41,564.13,USD,False
2024-07-08,O-6c016f39-00a9-4aaa-a401-a6cb7cca58c6,9,Store 9,APAC,Sydney,Retail,C-100338,100013,Phones Model 13,Technology,Phones,3,437.58,0.05,1312.73,1247.09,860.56,386.53,USD,False
2024-07-08,O-71975574-8e70-42b5-a27c-95267d173a78,16,Store 16,Americas,Sao Paulo,Retail,C-100941,100058,Phones Model 58,Technology,Phones,2,1256.71,0.1,2513.41,2262.07,1749.83,512.24,USD,False
2024-07-08,O-732b30da-8d7b-4fef-a824-c80b6cc0e955,16,Store 16,Americas,Sao Paulo,Online,C-100601,100046,Phones Model 46,Technology,Phones,2,304.97,0.0,609.95,609.95,421.3,188.65,USD,False
2024-07-08,O-749aeb61-3ae5-4155-a63b-feb3a915da7d,12,Store 12,Americas,Toronto,Online,C-100744,100047,Phones Model 47,Technology,Phones,2,696.34,0.05,1392.69,1323.05,899.76,423.29,USD,False
2024-07-08,O-769167f8-655d-4178-86f5-b908e8313cba,9,Store 9,APAC,Sydney,Online,C-100959,100027,Phones Model 27,Technology,Phones,2,398.47,0.15,796.94,677.4,478.71,198.69,USD,True
2024-07-08,O-76f3da87-0bf8-4c7c-b56e-8378076552a9,12,Store 12,Americas,Toronto,Online,C-100394,100135,Phones Model 135,Technology,Phones,2,225.72,0.1,451.44,406.3,274.71,131.58,USD,False
2024-07-08,O-821ff7e2-0695-4b8f-b2c2-d2c49fabd561,7,Store 7,APAC,Tokyo,Retail,C-100875,100117,Phones Model 117,Technology,Phones,4,460.39,0.0,1841.56,1841.56,1117.65,723.91,USD,False
2024-07-08,O-839609a0-8f18-4f3e-a9e5-0d034b6f76ea,3,Store 3,EMEA,Dubai,Retail,C-100193,100053,Phones Model 53,Technology,Phones,1,973.94,0.0,973.94,973.94,755.71,218.24,USD,False
2024-07-08,O-841f4d80-7652-47b5-a449-39f9b9436edf,11,Store 11,Americas,Chicago,Retail,C-100215,100090,Phones Model 90,Technology,Phones,3,123.2,0.15,369.61,314.17,202.95,111.22,USD,True
2024-07-08,O-84b3a5b4-20c4-4c72-8dc0-63347b27452c,13,Store 13,Americas,Sao Paulo,Retail,C-101176,100078,Phones Model 78,Technology,Phones,3,1011.56,0.0,3034.68,3034.68,2353.15,681.53,USD,False
2024-07-08,O-89af0495-a7bf-4117-9e89-461c24812b79,10,Store 10,Americas,New York,Online,C-100106,100133,Phones Model 133,Technology,Phones,4,606.0,0.0,2423.99,2423.99,1669.36,754.64,USD,False
2024-07-08,O-8e56a32b-e8d2-4163-ae51-b3c46b3aaa67,14,Store 14,APAC,Sydney,Online,C-100552,100095,Phones Model 95,Technology,Phones,4,576.53,0.0,2306.1,2306.1,1504.12,801.98,USD,False
2024-07-08,O-980237c3-cca2-47a8-9a64-a85f1cf1ef0e,10,Store 10,Americas,New York,Online,C-100473,100144,Phones Model 144,Technology,Phones,1,308.32,0.2,308.32,246.66,176.35,70.31,USD,True
2024-07-08,O-9d335702-3793-4f57-bd4d-1ce60fc0d8c6,7,Store 7,APAC,Tokyo,Retail,C-100161,100099,Phones Model 99,Technology,Phones,4,638.75,0.1,2555.01,2299.51,1767.56,531.95,USD,True
2024-07-08,O-9d3536aa-47cf-4572-87ae-ee520e896d8f,4,Store 4,EMEA,Riyadh,Retail,C-100732,100050,Phones Model 50,Technology,Phones,2,1209.7,0.0,2419.39,2419.39,1904.31,515.09,USD,False
2024-07-08,O-a44f97ee-bf01-4678-9127-054844389606,9,Store 9,APAC,Sydney,Retail,C-100831,100053,Phones Model 53,Technology,Phones,4,902.71,0.05,3610.85,3430.31,2404.33,1025.97,USD,False
2024-07-08,O-a48f90cb-7928-40f4-bd0f-74651368cad9,10,Store 10,Americas,New York,Retail,C-100444,100068,Phones Model 68,Technology,Phones,2,234.62,0.0,469.23,469.23,363.3,105.94,USD,False
2024-07-08,O-a57d73c4-f499-42b5-ae43-71e59c7ac787,12,Store 12,Americas,Toronto,Retail,C-101069,100095,Phones Model 95,Technology,Phones,1,636.31,0.0,636.31,636.31,397.65,238.66,USD,False
2024-07-08,O-ab31c374-abe7-4369-97d7-217d5145e2e9,7,Store 7,APAC,Tokyo,Online,C-100034,100041,Phones Model 41,Technology,Phones,3,881.32,0.0,2643.97,2643.97,1654.74,989.22,USD,False
2024-07-08,O-b0990552-a445-48f4-94de-c778fe20449c,4,Store 4,EMEA,Riyadh,Retail,C-100455,100080,Phones Model 80,Technology,Phones,3,828.73,0.05,2486.2,2361.89,1437.98,923.91,USD,False
2024-07-08,O-b201df34-ad93-4f51-bae8-b6bcf08d50f2,3,Store 3,EMEA,Dubai,Retail,C-100150,100044,Phones Model 44,Technology,Phones,2,223.77,0.1,447.54,402.78,287.7,115.09,USD,True
2024-07-08,O-bd7aced9-ed39-44bd-9c53-b70875dc05bd,3,Store 3,EMEA,Dubai,Retail,C-100826,100024,Phones Model 24,Technology,Phones,2,1126.13,0.05,2252.27,2139.65,1430.61,709.04,USD,False
2024-07-08,O-c15103c9-cbfd-4a0a-bc0a-0d46bcdadef8,5,Store 5,EMEA,Berlin,Retail,C-100592,100102,Phones Model 102,Technology,Phones,3,820.73,0.0,2462.2,2462.2,1759.4,702.8,USD,False
2024-07-08,O-c6420a73-6a5c-447c-8a97-6720c0e23b12,8,Store 8,APAC,Shanghai,Online,C-100710,100091,Phones Model 91,Technology,Phones,4,1249.91,0.1,4999.63,4499.67,3176.95,1322.71,USD,False
2024-07-08,O-ca54460f-6bd8-49d6-97b9-33eb9e33e292,16,Store 16,Americas,Sao Paulo,Retail,C-100922,100144,Phones Model 144,Technology,Phones,1,397.32,0.0,397.32,397.32,304.82,92.5,USD,False
2024-07-08,O-cef3dd92-aad7-4fec-bce8-f862cf18e307,1,Store 1,EMEA,Cairo,Online,C-100749,100042,Phones Model 42,Technology,Phones,4,279.87,0.05,1119.49,1063.52,782.33,281.19,USD,False
2024-07-08,O-d3f3f79a-ed78-48df-882b-5e1b45898594,4,Store 4,EMEA,Riyadh,Retail,C-100349,100055,Phones Model 55,Technology,Phones,3,281.67,0.0,845.0,845.0,621.64,223.36,USD,False
2024-07-08,O-d3f3f79a-ed78-48df-882b-5e1b45898594,4,Store 4,EMEA,Riyadh,Retail,C-100349,100086,Phones Model 86,Technology,Phones,4,212.83,0.0,851.32,851.32,597.01,254.31,USD,False
2024-07-08,O-d54d4f8e-57b2-4f51-8216-ea774bd706ba,15,Store 15,EMEA,Dubai,Online,C-100998,100030,Phones Model 30,Technology,Phones,2,482.72,0.0,965.43,965.43,675.24,290.19,USD,False
2024-07-08,O-d72df2ba-cd6b-43f2-9334-b03d5514ba13,4,Store 4,EMEA,Riyadh,Retail,C-100600,100142,Phones Model 142,Technology,Phones,3,222.51,0.0,667.54,667.54,417.3,250.24,USD,False
2024-07-08,O-d72f1024-a54c-4a46-a2df-8e3f9ba58202,7,Store 7,APAC,Tokyo,Online,C-101191,100114,Phones Model 114,Technology,Phones,2,413.83,0.1,827.66,744.89,487.9,256.99,USD,False
2024-07-08,O-d9fcb8af-41ba-4991-9d18-6406ab414e21,4,Store 4,EMEA,Riyadh,Online,C-100039,100030,Phones Model 30,Technology,Phones,2,455.29,0.0,910.58,910.58,567.47,343.11,USD,False
2024-07-08,O-da1aa99a-17cf-4526-8096-fbf5d0223e08,5,Store 5,EMEA,Berlin,Retail,C-101180,100080,Phones Model 80,Technology,Phones,4,1097.04,0.0,4388.15,4388.15,3324.28,1063.87,USD,False
2024-07-08,O-dd237177-5718-4e3e-adb4-d8053ed1288c,8,Store 8,APAC,Shanghai,Retail,C-100413,100042,Phones Model 42,Technology,Phones,4,297.4,0.0,1189.59,1189.59,796.19,393.39,USD,False
2024-07-08,O-ddf0ad56-62b4-466e-ba03-0c646e7e139e,8,Store 8,APAC,Shanghai,Retail,C-100974,100104,Phones Model 104,Technology,Phones,4,1057.27,0.0,4229.06,4229.06,3106.49,1122.57,USD,False
2024-07-08,O-e123eb5e-db35-4225-a940-566efa39a9b7,13,Store 13,Americas,Sao Paulo,Online,C-100318,100036,Phones Model 36,Technology,Phones,4,297.29,0.0,1189.14,1189.14,777.46,411.68,USD,True
2024-07-08,O-e173f8a7-2d03-4bdd-a55b-dd2374eeb73c,13,Store 13,Americas,Sao Paulo,Retail,C-100647,100014,Phones Model 14,Technology,Phones,1,349.28,0.05,349.28,331.81,249.2,82.61,USD,False
2024-07-08,O-e54361f4-5681-475f-8166-e7e47f2c7cef,3,Store 3,EMEA,Dubai,Online,C-100173,100081,Phones Model 81,Technology,Phones,1,1065.26,0.0,1065.26,1065.26,825.54,239.72,USD,False
2024-07-08,O-e6649c9b-34f5-4c31-8d9b-4f35be75665b,15,Store 15,EMEA,Dubai,Retail,C-100721,100015,Phones Model 15,Technology,Phones,2,921.81,0.0,1843.62,1843.62,1325.07,518.55,USD,False
2024-07-08,O-eb7fcba0-b915-4cda-8ca6-19a2d9a789f0,16,Store 16,Americas,Sao Paulo,Online,C-100855,100131,Phones Model 131,Technology,Phones,2,585.0,0.1,1169.99,1052.99,737.36,315.63,USD,False
2024-07-08,O-ecf9ab24-0c21-4050-9a4b-0842d03d4c8e,5,Store 5,EMEA,Berlin,Retail,C-100975,100018,Phones Model 18,Technology,Phones,2,479.04,0.15,958.08,814.37,504.9,309.47,USD,True
2024-07-08,O-ee440b67-0810-4956-bc6f-006540a377aa,7,Store 7,APAC,Tokyo,Online,C-100334,100094,Phones Model 94,Technology,Phones,1,1320.19,0.0,1320.19,1320.19,920.82,399.37,USD,False
2024-07-08,O-f0437e89-1529-43e9-90f9-70b07e71811f,8,Store 8,APAC,Shanghai,Online,C-100828,100049,Phones Model 49,Technology,Phones,4,586.51,0.1,2346.03,2111.43,1525.38,586.05,USD,False
2024-07-08,O-f4c96514-f6fe-4b91-855c-ff3f897c525a,1,Store 1,EMEA,Cairo,Retail,C-100703,100142,Phones Model 142,Technology,Phones,3,167.78,0.15,503.35,427.85,315.91,111.94,USD,True
2024-07-08,O-f5c0f90f-59a2-48c1-adb4-965ff99803b8,8,Store 8,APAC,Shanghai,Retail,C-101124,100144,Phones Model 144,Technology,Phones,4,428.31,0.1,1713.25,1541.93,948.45,593.47,USD,False
2024-07-08,O-ff383eec-8990-4566-9926-6aa94e226ba9,12,Store 12,Americas,Toronto,Online,C-100365,100053,Phones Model 53,Technology,Phones,3,1216.57,0.1,3649.7,3284.73,2057.68,1227.04,USD,False
2024-07-08,O-ffc871f0-9028-48b4-819c-c5c2b2ed3c1e,3,Store 3,EMEA,Dubai,Retail,C-101196,100138,Phones Model 138,Technology,Phones,1,483.49,0.0,483.49,483.49,354.13,129.36,USD,False
2024-07-09,O-01930683-59b6-42a9-a080-f5adfdfcb0e3,7,Store 7,APAC,Tokyo,Online,C-101074,100115,Phones Model 115,Technology,Phones,1,130.0,0.0,130.0,130.0,85.31,44.69,USD,False
2024-07-09,O-114a0724-da97-4d18-ace2-8cefc4b20d66,7,Store 7,APAC,Tokyo,Online,C-100177,100028,Phones Model 28,Technology,Phones,2,1186.28,0.0,2372.56,2372.56,1588.11,784.45,USD,False
2024-07-09,O-146e5147-8e79-4ad9-a82a-c68a8fcdbaf1,2,Store 2,EMEA,Alexandria,Online,C-101126,100095,Phones Model 95,Technology,Phones,4,625.95,0.0,2503.8,2503.8,1873.06,630.75,USD,False
2024-07-09,O-16950799-8e63-4d2a-bf00-e89d35698ced,2,Store 2,EMEA,Alexandria,Retail,C-101164,100117,Phones Model 117,Technology,Phones,3,373.95,0.0,1121.84,1121.84,881.64,240.19,USD,False
2024-07-09,O-1a7fb7c3-5ba9-4d46-96e4-85c91d224091,14,Store 14,APAC,Sydney,Retail,C-100303,100106,Phones Model 106,Technology,Phones,4,975.32,0.1,3901.29,3511.16,2406.02,1105.14,USD,False
2024-07-09,O-222148a4-83c3-46b2-9616-ad1020e7948c,7,Store 7,APAC,Tokyo,Retail,C-100425,100094,Phones Model 94,Technology,Phones,3,1085.4,0.0,3256.2,3256.2,2271.64,984.56,USD,False
2024-07-09,O-2452a1ef-d83b-461d-b281-f1bb5fb61421,7,Store 7,APAC,Tokyo,Online,C-100637,100092,Phones Model 92,Technology,Phones,2,819.58,0.05,1639.16,1557.2,1230.15,327.05,USD,False
2024-07-09,O-2c41aa9b-b894-48b2-ae97-7c136d4f0b4e,11,Store 11,Americas,Chicago,Retail,C-100150,100149,Phones Model 149,Technology,Phones,3,771.98,0.0,2315.95,2315.95,1442.51,873.44,USD,False
2024-07-09,O-33396529-b598-4ab3-aec7-917eccd9aec6,4,Store 4,EMEA,Riyadh,Retail,C-100259,100076,Phones Model 76,Technology,Phones,1,832.79,0.2,832.79,666.24,410.12,256.12,USD,True
2024-07-09,O-3c78102f-7a67-4d64-9810-f975e21e9bbd,8,Store 8,APAC,Shanghai,Online,C-101055,100112,Phones Model 112,Technology,Phones,2,939.76,0.0,1879.52,1879.52,1139.17,740.35,USD,False
2024-07-09,O-3e452265-9f14-4914-9b87-e965b870ba87,11,Store 11,Americas,Chicago,Online,C-100364,100060,Phones Model 60,Technology,Phones,1,822.28,0.2,822.28,657.83,431.93,225.9,USD,True
2024-07-09,O-49533fa5-b53e-4205-af1d-efb0ad65936a,9,Store 9,APAC,Sydney,Online,C-100431,100038,Phones Model 38,Technology,Phones,4,1088.82,0.0,4355.3,4355.3,3351.46,1003.83,USD,False
2024-07-09,O-51552f10-ad81-4642-a0ed-b3ef7a9b3752,13,Store 13,Americas,Sao Paulo,Retail,C-100590,100081,Phones Model 81,Technology,Phones,1,770.48,0.0,770.48,770.48,544.54,225.95,USD,False
2024-07-09,O-5229444e-03b6-4767-93d4-9ffca5d79463,8,Store 8,APAC,Shanghai,Online,C-100933,100160,Phones Model 160,Technology,Phones,3,1007.92,0.05,3023.76,2872.57,2002.0,870.57,USD,False
2024-07-09,O-60e59f98-9765-4566-afd4-b30783af685f,6,Store 6,APAC,Mumbai,Retail,C-100542,100033,Phones Model 33,Technology,Phones,3,1102.98,0.05,3308.95,3143.5,2085.25,1058.25,USD,False
2024-07-09,O-6633f12a-4c42-4b21-b1cb-4b93f1353850,1,Store 1,EMEA,Cairo,Retail,C-100880,100016,Phones Model 16,Technology,Phones,1,609.36,0.0,609.36,609.36,395.45,213.9,USD,False
2024-07-09,O-688883c8-0e37-4adc-8b22-69aa97e077e5,9,Store 9,APAC,Sydney,Retail,C-100796,100098,Phones Model 98,Technology,Phones,1,243.09,0.0,243.09,243.09,166.16,76.93,USD,False
2024-07-09,O-70a0190f-2a37-4137-a649-c9bdee999751,11,Store 11,Americas,Chicago,Online,C-100846,100064,Phones Model 64,Technology,Phones,2,611.27,0.0,1222.54,1222.54,963.5,259.04,USD,False
2024-07-09,O-7454cd7c-a580-49b5-a72b-385825df6dde,1,Store 1,EMEA,Cairo,Retail,C-100804,100160,Phones Model 160,Technology,Phones,4,1135.19,0.0,4540.75,4540.75,3003.74,1537.01,USD,False
2024-07-09,O-77a65a73-789c-43ee-9c60-0a84fa137e2a,6,Store 6,APAC,Mumbai,Online,C-101009,100142,Phones Model 142,Technology,Phones,4,178.03,0.0,712.1,712.1,519.35,192.75,USD,False
2024-07-09,O-8bac16dc-7f7e-4c9d-80a2-a19aea265330,3,Store 3,EMEA,Dubai,Online,C-100329,100154,Phones Model 154,Technology,Phones,1,415.62,0.2,415.62,332.49,260.37,72.13,USD,True
2024-07-09,O-98fc122f-f9d1-45b1-ae17-1f957938bad5,9,Store 9,APAC,Sydney,Retail,C-100137,100067,Phones Model 67,Technology,Phones,1,1221.93,0.15,1221.93,1038.64,758.42,280.22,USD,True
2024-07-09,O-99725857-2271-4f6a-8fdf-ab14bc8b5674,13,Store 13,Americas,Sao Paulo,Retail,C-100251,100090,Phones Model 90,Technology,Phones,2,105.29,0.3,210.57,147.4,108.79,38.61,USD,True
2024-07-09,O-9b15c1b2-8292-4aae-b65d-f91757c8b781,1,Store 1,EMEA,Cairo,Retail,C-100401,100089,Phones Model 89,Technology,Phones,4,944.4,0.2,3777.6,3022.08,2169.68,852.4,USD,True
2024-07-09,O-a55262bd-f64f-44b1-97f2-81f67156e2f2,5,Store 5,EMEA,Berlin,Retail,C-100485,100099,Phones Model 99,Technology,Phones,2,800.98,0.0,1601.95,1601.95,1070.83,531.13,USD,False
2024-07-09,O-aa85ae66-a357-4345-bf24-aacf257a14b7,6,Store 6,APAC,Mumbai,Retail,C-101179,100091,Phones Model 91,Technology,Phones,2,970.18,0.0,1940.37,1940.37,1524.04,416.33,USD,False
2024-07-09,O-b20c17c2-0aa2-42ab-920b-042c3c0449e1,15,Store 15,EMEA,Dubai,Online,C-100355,100105,Phones Model 105,Technology,Phones,4,1004.16,0.1,4016.62,3614.96,2791.53,823.43,USD,False
2024-07-09,O-bae117d2-872f-43e7-b016-8ac6b9af011b,16,Store 16,Americas,Sao Paulo,Retail,C-101129,100145,Phones Model 145,Technology,Phones,2,460.35,0.15,920.7,782.59,487.54,295.05,USD,True
2024-07-09,O-bce4d21b-db19-459b-ab6b-3951c05c62b2,3,Store 3,EMEA,Dubai,Retail,C-100715,100061,Phones Model 61,Technology,Phones,4,1040.55,0.2,4162.18,3329.74,2610.16,719.58,USD,True
2024-07-09,O-bd602c41-1e01-44a2-aedb-c185831910b1,10,Store 10,Americas,New York,Retail,C-100555,100142,Phones Model 142,Technology,Phones,4,210.74,0.0,842.97,842.97,616.08,226.89,USD,False
2024-07-09,O-c7ed4178-b95b-491d-84ac-0e85ac5035a7,10,Store 10,Americas,New York,Online,C-100759,100037,Phones Model 37,Technology,Phones,3,667.55,0.15,2002.64,1702.24,1219.38,482.86,USD,True
2024-07-09,O-cae549d9-ece0-456e-aea7-862713d7f2fa,11,Store 11,Americas,Chicago,Online,C-101012,100144,Phones Model 144,Technology,Phones,1,296.79,0.0,296.79,296.79,194.74,102.05,USD,False
2024-07-09,O-ce03aaad-6c91-470e-bd85-4bfd417d9143,8,Store 8,APAC,Shanghai,Online,C-100872,100055,Phones Model 55,Technology,Phones,1,312.57,0.1,312.57,281.31,207.9,73.41,USD,False
2024-07-09,O-d6109214-9e55-4be3-a3c0-4e5c077e7778,5,Store 5,EMEA,Berlin,Online,C-100965,100043,Phones Model 43,Technology,Phones,2,207.71,0.05,415.42,394.65,245.56,149.09,USD,False
2024-07-09,O-d8df0814-007a-4b78-9c9c-c5753d592a4c,13,Store 13,Americas,Sao Paulo,Online,C-100051,100094,Phones Model 94,Technology,Phones,3,1053.1,0.15,3159.29,2685.4,1662.1,1023.3,USD,True
2024-07-09,O-dc511e2c-54f0-406f-9a45-cef26aa014a8,15,Store 15,EMEA,Dubai,Retail,C-100068,100021,Phones Model 21,Technology,Phones,4,664.31,0.0,2657.22,2657.22,2115.82,541.4,USD,False
2024-07-09,O-dfd900dc-6e2a-4434-acf0-1ca398b47073,4,Store 4,EMEA,Riyadh,Retail,C-100638,100075,Phones Model 75,Technology,Phones,1,911.45,0.05,911.45,865.87,638.2,227.67,USD,False
